;T2M_RANGE;TS;T2MDEW;T2MWET;T2M_MAX;T2M_MIN;T2M;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
20150119;3.71;-1.24;-1.52;-1.27;1.55;-2.16;-1.02;3.42;97.38;0.45;99.17;2.78;4.26;1.25;3.01;4.08;6.79;2.1;4.69
20150120;4.22;-1.7;-1.96;-1.63;0.93;-3.29;-1.31;3.36;95.88;1.02;98.64;3.75;6.59;1.55;5.04;5.34;8.71;2.66;6.05
20150121;2.11;-0.31;-0.43;-0.26;0.93;-1.18;-0.09;3.72;97.69;4.52;98.56;4.58;7.25;2.42;4.83;6.57;9.8;4.31;5.49
20150122;5.23;-1.63;-1.61;-1.2;2.28;-2.95;-0.77;3.42;95.0;0.42;99.9;2.11;2.89;1.54;1.36;3.34;5.14;2.3;2.84
20150123;6.28;-0.34;-0.44;-0.23;3.4;-2.88;-0.02;3.72;97.69;5.45;99.72;6.26;8.59;3.24;5.35;8.64;11.65;5.48;6.16
20150124;3.88;0.55;0.76;1.05;4.01;0.14;1.35;4.03;95.75;0.02;100.25;5.76;6.84;4.69;2.16;9.14;10.29;7.84;2.45
20150125;5.85;2.83;3.12;3.27;6.11;0.26;3.44;4.82;97.69;0.48;100.36;5.39;6.7;4.16;2.54;8.49;9.48;7.05;2.44
20150126;4.71;4.0;3.78;4.12;6.94;2.23;4.45;5.0;95.31;1.5;100.05;6.91;8.82;5.26;3.55;9.76;11.63;7.25;4.38
20150127;3.91;3.94;3.65;3.93;6.37;2.44;4.21;4.94;96.06;0.44;100.13;5.54;6.6;4.95;1.65;7.79;8.7;6.94;1.75
20150128;6.95;3.25;2.28;2.94;8.12;1.18;3.6;4.64;91.06;6.22;97.71;11.37;14.54;7.1;7.44;15.06;18.8;9.64;9.16
20150129;1.3;0.44;-0.17;0.27;1.2;-0.1;0.72;3.91;93.69;5.04;95.86;8.27;11.7;4.7;7.0;11.17;15.54;7.23;8.3
20150130;4.68;0.7;0.38;0.73;3.58;-1.1;1.07;4.09;95.25;1.13;95.56;5.7;8.19;2.86;5.33;8.23;10.67;5.29;5.38
20150131;2.93;0.88;-0.13;0.56;3.19;0.26;1.26;3.91;90.5;2.52;96.41;8.67;11.54;5.46;6.08;11.71;15.43;7.84;7.59
20150201;4.48;-1.09;-2.38;-1.45;1.42;-3.06;-0.52;3.23;87.75;0.57;97.91;7.94;11.34;4.12;7.22;11.3;15.2;7.67;7.53
20150202;4.72;-1.81;-2.59;-1.99;1.1;-3.61;-1.39;3.17;92.75;0.05;98.39;4.05;4.91;3.17;1.73;6.52;7.55;5.49;2.06
20150203;4.85;-0.93;-1.53;-1.1;2.7;-2.15;-0.67;3.42;94.56;0.13;98.9;4.16;4.89;2.9;1.99;6.3;7.96;5.14;2.82
20150204;4.07;-0.67;-1.02;-0.67;2.39;-1.68;-0.33;3.54;95.56;0.13;100.03;4.83;6.28;3.52;2.77;7.36;7.98;6.88;1.1
20150205;6.47;-0.31;-0.47;-0.13;3.76;-2.7;0.21;3.66;95.5;0.45;100.64;3.56;4.46;2.52;1.94;6.23;7.15;4.89;2.26
20150206;6.6;-1.1;-1.55;-0.98;3.82;-2.77;-0.4;3.36;92.06;0.01;101.27;2.99;4.25;2.27;1.97;5.11;6.0;4.45;1.54
20150207;5.42;0.65;0.47;0.64;4.55;-0.88;0.82;3.91;96.38;0.15;101.62;2.83;3.61;2.12;1.49;4.6;6.47;2.97;3.51
20150208;3.58;0.98;0.51;0.73;2.65;-0.93;0.95;3.91;97.06;0.35;101.68;4.21;5.42;2.91;2.52;5.72;7.92;3.66;4.26
20150209;3.53;2.58;2.65;2.79;5.36;1.83;2.93;4.58;97.56;0.32;101.26;4.32;5.41;2.23;3.17;6.67;8.05;4.23;3.81
20150210;3.66;2.0;1.58;1.74;3.92;0.25;1.89;4.21;97.5;0.37;100.96;1.88;2.6;1.28;1.33;3.03;4.9;1.77;3.13
20150211;4.96;0.55;0.32;0.57;3.91;-1.06;0.82;3.91;95.81;0.36;100.2;2.76;3.83;1.88;1.95;4.41;5.43;3.6;1.83
20150212;5.46;0.44;0.02;0.4;4.3;-1.17;0.8;3.85;93.69;0.19;99.62;3.11;4.88;1.91;2.97;4.79;7.48;3.14;4.34
20150213;6.38;3.1;2.94;3.15;5.85;-0.52;3.34;4.88;97.19;3.09;97.88;6.6;8.7;3.73;4.97;9.08;11.38;6.23;5.15
20150214;3.17;4.93;4.59;4.86;6.91;3.74;5.13;5.37;96.25;1.32;98.37;4.69;5.96;3.55;2.41;6.74;8.21;5.88;2.33
20150215;4.85;4.54;3.58;4.03;7.62;2.76;4.48;4.94;93.94;0.2;99.23;4.05;5.25;3.24;2.01;5.59;7.35;4.23;3.11
20150216;4.96;3.15;2.72;3.08;6.1;1.14;3.45;4.7;94.94;6.3;99.31;5.31;6.43;4.09;2.34;7.51;9.01;5.11;3.9
20150217;7.81;2.01;1.09;1.76;6.8;-1.01;2.44;4.09;91.19;0.02;101.18;5.09;7.83;3.61;4.22;8.06;9.84;6.84;2.99
20150218;8.71;4.84;3.94;4.44;10.01;1.3;4.94;5.07;93.38;0.09;100.96;6.91;9.38;5.33;4.05;9.14;12.48;7.52;4.96
20150219;3.88;4.78;4.43;4.74;6.85;2.98;5.05;5.25;95.62;6.2;99.33;6.78;9.63;3.92;5.71;9.31;12.7;6.41;6.28
20150220;2.85;2.45;1.85;2.24;4.57;1.72;2.64;4.46;94.62;0.62;98.28;4.41;5.94;3.34;2.6;6.5;7.32;5.55;1.77
20150221;3.72;1.45;0.66;1.19;3.92;0.2;1.72;4.09;92.88;0.95;97.89;5.38;7.09;4.2;2.89;7.88;8.81;7.02;1.8
20150222;6.77;1.44;1.23;1.53;6.36;-0.41;1.83;4.27;95.62;8.29;97.46;7.85;13.0;3.54;9.46;10.95;16.71;6.7;10.02
20150223;2.7;2.01;0.69;1.56;3.78;1.08;2.43;4.15;88.31;2.79;96.33;9.56;11.32;8.07;3.25;12.92;14.98;11.5;3.48
20150224;3.28;2.84;1.61;2.42;4.93;1.65;3.23;4.39;89.31;1.73;97.85;9.32;12.03;5.58;6.45;12.62;15.48;8.15;7.33
20150225;6.47;5.58;4.63;5.14;8.6;2.13;5.65;5.37;93.38;2.58;98.99;4.37;5.93;1.76;4.17;6.33;8.76;3.46;5.3
20150226;7.89;4.8;3.8;4.53;8.7;0.82;5.26;5.19;90.5;5.02;98.78;7.27;9.67;5.2;4.48;10.29;12.55;8.83;3.72
20150227;5.73;2.37;0.72;1.66;6.05;0.31;2.6;4.03;88.12;0.25;99.39;5.8;6.91;3.47;3.44;8.38;9.69;7.04;2.65
20150228;6.81;5.83;5.05;5.57;8.71;1.9;6.08;5.62;93.06;3.32;97.94;8.23;12.88;5.47;7.41;10.98;17.16;6.94;10.22
20150301;4.57;3.5;1.82;2.79;6.08;1.51;3.75;4.46;87.44;4.4;97.24;9.68;12.47;4.11;8.36;12.8;16.55;5.09;11.46
20150302;2.91;1.43;-0.23;0.75;3.64;0.73;1.72;3.85;87.25;1.76;98.11;8.77;12.19;6.24;5.95;11.83;15.63;8.6;7.03
20150303;4.09;1.49;-0.04;0.86;3.77;-0.32;1.75;3.85;88.44;0.74;98.97;8.01;10.01;5.64;4.36;10.77;13.63;7.57;6.06
20150304;6.12;2.86;1.8;2.5;6.55;0.43;3.2;4.33;90.5;0.67;100.55;7.7;9.93;3.8;6.13;10.89;13.54;7.64;5.9
20150305;8.9;3.69;2.59;3.28;8.87;-0.02;3.98;4.58;91.12;0.06;101.29;5.99;8.88;3.98;4.9;8.78;11.48;6.84;4.63
20150306;8.31;5.41;3.62;4.62;10.63;2.32;5.62;4.88;87.81;0.02;100.65;7.62;9.53;5.59;3.94;10.26;12.57;7.39;5.18
20150307;8.11;8.13;6.32;7.32;13.37;5.26;8.32;5.98;87.75;0.08;99.67;9.11;10.33;8.06;2.27;12.08;12.92;10.43;2.49
20150308;8.45;5.4;4.87;5.37;9.0;0.55;5.86;5.43;93.06;1.87;99.86;6.06;8.33;1.53;6.8;8.4;11.16;2.3;8.84
20150309;10.37;3.69;3.34;3.8;9.26;-1.1;4.24;4.94;93.38;2.59;99.89;7.52;10.86;1.74;9.12;10.41;14.0;2.69;11.31
20150310;9.18;3.54;1.29;2.73;8.65;-0.53;4.18;4.15;82.88;0.0;100.73;4.13;6.84;1.1;5.74;5.98;10.45;1.56;8.89
20150311;9.93;3.32;2.23;2.98;8.41;-1.52;3.74;4.58;90.44;2.45;100.44;6.1;9.84;2.42;7.41;9.13;12.49;5.09;7.41
20150312;9.7;6.67;4.51;5.75;12.06;2.36;6.98;5.31;85.31;6.49;100.11;6.88;9.59;4.21;5.38;9.62;12.33;6.28;6.05
20150313;5.91;3.84;2.88;3.4;7.4;1.5;3.91;4.7;93.12;10.7;100.42;4.33;6.11;1.02;5.08;6.02;7.77;2.08;5.7
20150314;6.95;2.28;-0.22;1.05;6.51;-0.44;2.32;3.72;84.06;0.09;101.18;5.19;6.48;3.47;3.02;7.57;8.29;6.59;1.7
20150315;6.38;3.98;2.3;3.08;7.41;1.04;3.86;4.46;90.0;0.38;100.92;5.8;7.09;4.47;2.62;7.7;8.84;6.85;1.98
20150316;5.03;3.68;2.42;3.05;6.77;1.74;3.69;4.52;91.88;1.41;100.36;3.97;5.06;2.23;2.84;5.87;6.95;4.24;2.7
20150317;6.16;3.4;1.82;2.81;7.33;1.19;3.8;4.33;87.5;0.42;100.47;2.09;3.07;0.77;2.3;2.66;4.08;1.12;2.96
20150318;11.03;3.66;2.08;2.87;9.57;-1.46;3.66;4.39;88.69;0.04;101.13;2.73;3.38;1.84;1.53;4.2;5.7;2.74;2.96
20150319;9.04;4.78;2.37;3.58;10.12;1.08;4.78;4.46;85.19;0.06;101.22;1.95;3.02;0.41;2.61;2.48;3.82;0.55;3.27
20150320;8.27;5.03;4.01;4.62;9.27;0.99;5.23;5.07;92.12;0.22;100.53;4.35;6.31;1.52;4.8;6.26;8.25;2.47;5.78
20150321;7.72;4.66;1.88;3.14;8.59;0.87;4.4;4.33;84.94;0.04;100.6;4.76;7.22;2.23;4.98;6.65;9.01;4.14;4.86
20150322;7.95;4.45;1.68;2.87;8.74;0.79;4.07;4.27;85.25;0.07;100.35;2.48;4.36;0.98;3.38;3.92;8.27;1.68;6.6
20150323;8.5;4.37;3.23;3.82;9.35;0.85;4.41;4.88;92.31;0.46;99.23;5.05;6.1;3.63;2.47;7.26;8.3;6.04;2.26
20150324;5.9;3.62;1.78;2.55;6.33;0.43;3.33;4.39;90.0;1.15;98.83;3.48;4.42;2.24;2.18;4.8;5.61;4.27;1.34
20150325;8.61;3.66;-0.06;1.46;7.62;-0.99;2.99;3.85;81.81;0.29;98.9;2.54;5.14;0.4;4.73;3.92;8.19;0.39;7.8
20150326;7.26;3.98;2.3;3.23;7.94;0.69;4.16;4.58;88.19;6.82;98.15;9.02;13.16;4.75;8.41;12.1;16.98;6.92;10.06
20150327;7.49;4.04;1.58;3.01;8.54;1.05;4.45;4.27;83.0;0.01;99.56;3.82;6.17;0.65;5.52;5.57;9.46;0.94;8.53
20150328;10.23;7.79;6.9;7.48;12.87;2.64;8.06;6.41;92.56;5.23;98.36;8.73;12.19;3.88;8.31;11.95;15.77;7.38;8.39
20150329;3.6;5.51;4.12;4.9;7.09;3.49;5.67;5.25;89.75;5.64;97.35;9.23;11.84;4.49;7.34;12.31;15.7;5.58;10.12
20150330;7.53;5.13;2.91;4.08;9.3;1.76;5.25;4.88;85.44;10.78;97.92;9.16;15.49;7.07;8.42;12.21;20.71;9.03;11.68
20150331;5.9;4.76;1.83;3.43;8.36;2.46;5.02;4.46;80.06;3.05;98.17;14.18;16.21;11.62;4.59;18.72;21.5;15.71;5.79
20150401;4.88;4.44;2.47;3.48;6.95;2.07;4.48;4.58;86.94;4.5;99.6;9.48;11.71;5.5;6.2;12.58;15.3;7.49;7.81
20150402;6.5;4.76;0.74;2.65;7.61;1.11;4.58;4.03;77.69;0.59;99.8;2.84;5.69;1.23;4.46;4.23;7.8;1.76;6.04
20150403;6.04;6.73;5.94;6.34;9.83;3.79;6.75;5.86;94.56;6.17;99.44;3.75;5.1;1.68;3.42;5.3;7.42;2.01;5.41
20150404;7.48;7.99;5.54;6.55;11.66;4.19;7.58;5.68;87.75;0.47;100.16;3.53;4.67;2.16;2.51;4.93;6.54;3.99;2.54
20150405;8.59;9.8;7.52;8.52;14.43;5.84;9.53;6.47;87.88;0.28;100.54;2.05;3.34;0.66;2.67;3.25;5.06;1.05;4.01
20150406;10.82;9.65;7.3;8.24;16.16;5.34;9.19;6.35;88.69;0.2;101.11;2.46;4.25;1.4;2.86;3.44;5.48;1.63;3.84
20150407;8.95;9.53;6.76;7.91;14.37;5.42;9.08;6.04;86.25;0.06;101.45;3.24;5.54;2.24;3.3;4.48;6.62;2.59;4.03
20150408;10.73;8.85;6.37;7.59;13.9;3.18;8.81;5.92;85.12;0.0;101.12;3.0;3.83;2.04;1.78;4.48;6.86;3.44;3.42
20150409;10.3;10.73;7.12;8.73;16.26;5.97;10.33;6.29;82.19;0.04;100.4;2.09;3.32;1.11;2.2;2.88;5.29;1.3;3.98
20150410;13.42;10.02;7.69;9.08;17.11;3.69;10.48;6.65;83.31;0.02;99.38;4.99;7.27;2.43;4.84;7.29;10.05;4.16;5.88
20150411;5.09;6.51;3.08;4.74;8.65;3.55;6.4;4.88;80.94;1.92;99.35;7.49;10.02;5.45;4.56;10.1;12.78;8.04;4.74
20150412;7.36;5.11;4.0;4.62;9.9;2.55;5.23;5.13;91.81;3.34;100.01;7.55;13.48;3.8;9.66;10.18;17.73;6.05;11.68
20150413;9.9;7.81;5.31;6.45;12.41;2.51;7.6;5.62;86.44;0.27;100.64;4.52;6.1;2.48;3.62;6.36;8.74;2.98;5.77
20150414;9.12;10.22;7.55;8.82;15.33;6.23;10.08;6.53;85.69;0.07;100.05;5.88;7.84;3.16;4.68;8.23;9.65;6.69;2.95
20150415;7.79;7.26;5.16;6.15;10.65;2.87;7.12;5.55;87.75;0.2;99.57;4.91;6.52;2.48;4.05;6.83;8.6;4.73;3.87
20150416;11.81;7.18;3.56;5.21;12.44;0.62;6.87;5.0;81.0;0.06;99.54;2.96;5.09;2.03;3.06;4.41;7.28;2.28;5.0
20150417;9.8;7.71;3.55;5.48;12.44;2.64;7.4;4.88;78.44;0.01;100.13;4.95;6.1;3.91;2.19;7.05;7.89;6.48;1.41
20150418;11.27;6.69;2.58;4.42;12.62;1.35;6.26;4.58;79.5;0.01;100.86;5.02;6.32;3.48;2.84;6.95;7.77;6.13;1.63
20150419;8.73;6.18;3.12;4.54;10.28;1.55;5.95;4.76;83.06;0.69;100.49;4.52;7.77;2.08;5.69;6.62;9.55;4.38;5.16
20150420;10.77;8.49;4.17;6.1;14.02;3.26;8.04;5.07;78.69;0.3;100.96;1.62;2.37;1.02;1.34;2.09;3.97;1.29;2.69
20150421;13.77;9.2;5.48;7.55;16.6;2.83;9.62;5.55;77.62;0.0;101.36;2.24;3.55;0.31;3.23;3.49;7.62;0.45;7.18
20150422;13.17;8.87;5.77;7.42;15.23;2.05;9.06;5.8;81.19;0.01;100.99;2.86;4.02;1.7;2.31;4.05;4.98;2.52;2.46
20150423;13.16;10.9;6.2;8.7;17.81;4.65;11.21;5.92;74.0;0.0;99.78;1.23;1.84;0.41;1.43;1.7;3.07;0.54;2.53
20150424;10.62;10.1;7.28;8.73;15.23;4.61;10.19;6.47;83.0;0.2;98.72;4.24;6.49;1.84;4.64;5.91;9.35;3.03;6.32
20150425;8.45;8.46;6.35;7.39;12.24;3.79;8.42;6.16;87.12;2.23;98.26;5.45;8.32;1.33;6.99;7.33;10.58;2.24;8.34
20150426;10.29;5.52;0.41;2.72;10.08;-0.2;5.01;3.97;75.12;0.03;98.81;3.9;6.23;1.39;4.85;5.58;7.59;2.24;5.34
20150427;11.88;5.11;-0.82;1.85;9.65;-2.24;4.52;3.66;72.25;0.87;98.9;3.64;5.86;0.34;5.53;5.35;8.55;0.48;8.07
20150428;6.67;4.88;1.17;2.98;8.23;1.56;4.8;4.21;78.69;0.88;99.11;7.02;9.35;4.38;4.97;9.63;11.87;7.75;4.12
20150429;5.66;6.02;2.58;4.2;8.83;3.17;5.83;4.64;81.0;4.87;98.73;6.78;8.05;4.96;3.08;9.16;10.02;7.96;2.07
20150430;9.09;6.19;2.84;4.33;9.77;0.69;5.83;4.76;82.44;2.17;98.85;5.06;6.58;2.46;4.11;6.9;8.71;4.63;4.09
20150501;10.92;4.95;0.37;2.48;10.11;-0.81;4.58;3.97;76.38;0.0;99.08;3.74;5.07;2.43;2.64;5.62;7.22;4.37;2.85
20150502;7.95;5.63;2.82;4.13;8.82;0.87;5.44;4.76;84.06;1.52;98.84;5.98;7.67;2.86;4.82;8.05;10.32;5.3;5.02
20150503;10.27;9.87;8.64;9.33;15.05;4.77;10.01;7.26;91.5;16.37;97.4;7.01;8.98;4.18;4.8;9.55;11.69;7.52;4.16
20150504;7.73;11.23;7.06;8.95;15.23;7.51;10.84;6.41;79.19;4.56;97.86;5.29;7.74;2.74;5.0;7.48;10.8;5.34;5.47
20150505;5.96;10.43;7.62;9.02;13.05;7.08;10.43;6.77;83.88;12.32;96.83;9.55;13.36;5.28;8.08;12.8;17.15;7.79;9.36
20150506;3.98;7.55;5.94;6.79;9.55;5.58;7.63;5.92;89.12;5.83;97.64;8.97;11.4;5.91;5.5;11.95;14.77;9.03;5.73
20150507;6.3;8.24;5.15;6.54;11.08;4.8;7.93;5.55;83.44;1.52;99.27;3.76;5.52;1.76;3.77;5.26;8.64;3.22;5.43
20150508;8.3;9.13;6.47;7.72;12.66;4.37;8.98;6.16;85.06;16.27;99.02;4.64;7.01;1.84;5.17;6.5;9.98;3.42;6.56
20150509;6.99;8.89;6.67;7.77;12.2;5.21;8.87;6.16;86.56;1.79;99.15;6.51;10.16;1.71;8.45;8.71;13.12;2.94;10.19
20150510;9.1;10.7;8.87;9.82;14.69;5.58;10.77;7.2;88.25;0.36;99.76;6.38;8.85;2.68;6.17;8.98;11.56;5.84;5.72
20150511;7.95;12.53;8.88;10.68;16.79;8.83;12.48;7.14;80.19;0.87;99.28;7.62;9.38;6.14;3.23;10.35;12.1;8.71;3.39
20150512;5.4;9.92;6.49;8.13;12.55;7.15;9.77;6.1;81.19;0.92;99.43;7.98;11.7;4.53;7.16;10.91;15.03;7.83;7.2
20150513;10.06;10.8;5.26;7.44;14.87;4.8;9.6;5.55;76.75;0.02;99.74;3.12;5.66;1.1;4.56;4.45;8.26;1.16;7.09
20150514;7.18;8.36;4.58;6.16;11.72;4.54;7.75;5.31;81.44;0.26;99.34;5.89;8.43;2.63;5.8;7.64;10.14;5.31;4.82
20150515;11.73;9.43;4.78;6.81;13.23;1.51;8.85;5.49;77.5;0.52;99.82;3.78;6.7;0.39;6.31;5.31;9.44;0.45;8.99
20150516;5.2;9.8;5.34;7.37;11.62;6.42;9.39;5.62;77.12;0.35;100.12;7.44;9.45;3.62;5.83;10.16;11.57;7.68;3.89
20150517;7.47;8.94;6.01;7.37;12.41;4.94;8.72;5.86;84.06;1.94;99.99;5.89;8.46;3.31;5.16;8.25;10.45;5.71;4.74
20150518;4.76;7.94;5.32;6.5;10.26;5.51;7.68;5.68;85.94;7.43;98.12;6.62;9.37;5.05;4.31;8.75;11.52;6.65;4.88
20150519;3.73;7.29;4.94;6.01;9.16;5.43;7.08;5.55;86.62;4.99;98.04;7.0;8.27;5.91;2.35;9.28;10.54;8.16;2.38
20150520;7.02;9.0;5.53;7.08;12.12;5.1;8.62;5.68;81.94;0.68;99.42;6.18;7.96;3.45;4.51;8.54;9.7;6.91;2.78
20150521;8.99;10.69;7.2;8.72;14.73;5.73;10.23;6.35;82.44;0.06;100.26;4.52;6.22;2.55;3.66;6.62;7.55;5.56;2.0
20150522;8.39;12.01;10.26;11.02;16.23;7.85;11.79;7.81;90.44;0.72;100.25;4.71;7.16;3.24;3.92;6.72;8.93;4.97;3.96
20150523;9.18;12.45;8.43;10.08;15.71;6.53;11.73;6.9;81.31;0.07;100.26;1.6;3.13;0.2;2.94;2.64;5.99;0.18;5.81
20150524;7.98;10.62;7.72;9.01;13.8;5.82;10.32;6.59;84.88;1.66;99.75;5.12;7.63;2.87;4.77;7.27;9.03;5.73;3.3
20150525;6.2;9.43;6.95;8.08;11.86;5.65;9.2;6.23;86.25;0.52;99.79;4.91;6.41;2.86;3.54;7.07;8.05;6.02;2.03
20150526;8.41;10.51;6.75;8.35;13.98;5.56;9.94;6.16;81.44;0.04;100.2;5.67;7.65;3.83;3.81;7.59;9.36;6.07;3.29
20150527;10.69;9.89;6.4;7.99;14.55;3.86;9.58;6.04;81.75;2.76;99.8;5.51;8.62;2.94;5.69;7.88;11.62;4.34;7.28
20150528;5.23;9.4;5.28;7.12;11.5;6.26;8.94;5.62;78.88;1.03;99.03;7.19;8.98;3.39;5.59;9.81;11.11;6.89;4.22
20150529;4.52;7.94;5.37;6.53;10.01;5.49;7.69;5.68;85.94;7.56;98.47;5.55;8.62;3.38;5.23;7.63;10.71;4.85;5.86
20150530;8.22;9.76;5.27;7.21;12.83;4.61;9.15;5.62;78.38;1.87;98.97;4.22;5.53;1.83;3.7;6.06;7.52;3.66;3.87
20150531;6.41;9.62;6.1;7.69;11.49;5.08;9.3;6.04;81.62;7.06;98.31;7.84;10.59;5.07;5.52;10.44;13.02;7.91;5.12
20150601;8.69;8.39;5.58;6.9;12.14;3.45;8.23;5.8;84.31;12.52;98.41;8.98;15.02;4.78;10.24;12.03;20.08;7.08;13.01
20150602;10.04;10.59;7.81;9.22;15.76;5.73;10.62;6.77;83.69;2.02;97.81;8.86;13.87;5.65;8.22;12.05;17.88;8.09;9.8
20150603;7.23;10.69;6.37;8.51;14.12;6.89;10.65;5.98;75.94;0.19;99.83;4.89;6.8;0.61;6.2;6.52;10.28;0.9;9.38
20150604;13.47;12.86;8.42;10.67;18.9;5.44;12.92;6.96;75.94;0.01;100.16;3.48;5.06;0.84;4.22;5.14;8.03;1.23;6.8
20150605;11.05;12.88;9.39;11.05;18.37;7.32;12.71;7.45;81.25;0.68;99.31;5.77;8.16;3.72;4.43;7.96;10.1;5.56;4.54
20150606;8.36;10.58;6.22;8.25;14.14;5.78;10.29;5.92;77.38;0.23;99.96;8.21;11.16;4.34;6.82;11.16;14.25;7.95;6.3
20150607;8.82;10.55;5.94;7.95;14.19;5.37;9.96;5.74;77.75;0.02;101.05;4.99;6.41;2.71;3.7;7.26;8.0;5.85;2.15
20150608;10.2;10.48;5.41;7.54;14.37;4.19;9.65;5.55;76.75;0.41;101.35;3.23;4.35;2.27;2.09;4.88;7.41;3.01;4.4
20150609;12.41;10.0;4.9;7.18;14.94;2.53;9.44;5.31;75.31;0.01;101.37;3.89;5.8;2.11;3.69;5.46;6.95;3.63;3.32
20150610;12.42;11.02;5.65;8.09;16.49;4.07;10.53;5.68;74.44;0.0;100.93;3.44;5.09;1.34;3.75;4.86;6.99;2.08;4.91
20150611;13.58;12.98;7.97;10.23;18.97;5.39;12.48;6.71;75.94;0.01;100.03;4.19;5.0;2.7;2.3;5.95;7.68;5.05;2.62
20150612;14.23;14.69;9.99;12.15;20.84;6.62;14.3;7.81;77.31;0.12;99.1;3.42;3.97;2.74;1.23;5.05;6.25;4.23;2.02
20150613;6.2;13.08;10.9;11.85;15.98;9.78;12.8;8.24;88.56;9.5;98.84;2.45;3.56;0.36;3.2;3.61;6.07;0.4;5.68
20150614;9.43;11.51;8.12;9.47;14.63;5.2;10.81;6.84;84.25;1.31;99.38;3.88;5.67;2.27;3.4;5.34;6.83;3.34;3.49
20150615;12.88;12.66;6.67;9.24;16.94;4.06;11.82;6.16;72.88;0.01;100.1;1.57;2.12;0.5;1.62;2.1;4.05;0.84;3.2
20150616;9.2;15.33;10.7;12.85;19.63;10.43;14.99;8.06;76.56;0.03;100.27;1.98;3.16;0.44;2.73;2.95;6.41;0.8;5.6
20150617;9.51;14.35;12.33;13.29;18.0;8.5;14.26;9.03;88.38;1.65;99.91;6.44;8.59;3.73;4.85;8.9;10.91;7.07;3.83
20150618;6.88;11.73;7.38;9.33;14.46;7.58;11.27;6.41;77.69;0.02;99.96;6.39;8.57;4.05;4.52;8.84;10.48;7.38;3.11
20150619;5.44;11.46;8.58;9.89;13.66;8.23;11.19;6.96;84.44;0.55;100.02;5.57;7.41;2.94;4.48;7.74;9.2;5.38;3.83
20150620;8.51;13.88;12.27;13.02;18.19;9.69;13.78;8.97;90.62;2.7;99.8;3.13;6.13;1.14;5.0;4.67;7.78;1.88;5.91
20150621;5.56;12.69;9.05;10.67;14.77;9.21;12.3;7.26;81.56;1.98;99.26;6.98;8.85;4.37;4.48;9.5;10.9;7.78;3.12
20150622;6.44;11.16;8.13;9.5;14.25;7.81;10.86;6.84;84.0;2.74;98.95;5.59;8.08;3.16;4.92;7.95;10.18;6.52;3.66
20150623;12.63;13.64;8.81;10.81;18.4;5.76;12.8;7.14;78.31;0.02;99.63;2.53;3.16;1.44;1.72;3.7;6.66;2.62;4.05
20150624;13.19;14.22;10.33;12.1;19.58;6.4;13.87;7.87;80.12;0.03;99.76;3.33;4.64;1.98;2.66;4.69;5.59;3.4;2.19
20150625;9.16;15.76;12.79;14.18;19.24;10.09;15.58;9.28;83.5;0.37;99.83;2.84;4.13;0.88;3.26;4.38;6.34;1.57;4.77
20150626;8.62;15.56;13.35;14.44;20.03;11.4;15.54;9.7;87.19;2.21;99.35;4.66;6.14;2.73;3.41;6.91;7.7;5.68;2.02
20150627;9.46;15.98;11.53;13.54;19.74;10.28;15.54;8.54;78.56;0.06;99.65;4.4;5.66;2.54;3.13;6.45;7.52;5.4;2.12
20150628;7.41;14.63;12.21;13.48;19.31;11.9;14.76;8.97;85.5;2.9;99.48;5.9;8.7;2.81;5.88;8.52;11.22;6.3;4.91
20150629;9.29;15.72;11.89;13.66;20.05;10.76;15.44;8.73;80.44;0.06;99.92;2.84;3.85;1.41;2.45;4.44;7.27;2.16;5.11
20150630;12.05;19.32;14.46;16.88;24.9;12.85;19.3;10.38;75.0;0.02;99.69;4.38;5.66;2.52;3.13;6.59;9.05;3.94;5.12
20150701;14.38;21.19;17.66;19.58;28.11;13.73;21.49;13.06;79.62;1.05;99.1;4.6;7.69;2.28;5.41;6.77;9.95;4.04;5.91
20150702;10.61;17.23;14.85;15.93;21.47;10.86;17.01;10.68;87.62;3.81;99.69;3.37;4.62;2.03;2.59;4.7;7.27;3.02;4.25
20150703;13.09;16.1;11.07;13.39;21.83;8.76;15.7;8.24;76.06;4.54;100.27;3.81;6.92;1.43;5.49;5.15;8.9;1.63;7.26
20150704;10.34;17.57;13.8;15.58;22.94;12.59;17.36;9.95;80.94;1.67;99.55;5.62;7.77;1.88;5.88;7.61;10.08;3.23;6.85
20150705;8.48;13.88;10.84;12.44;18.77;10.3;14.02;8.18;81.94;2.83;99.54;3.59;5.38;1.6;3.78;5.19;7.82;2.52;5.3
20150706;8.16;14.61;11.55;12.96;17.44;9.27;14.38;8.61;83.88;1.36;99.39;5.93;7.24;4.01;3.23;8.23;10.35;5.89;4.46
20150707;7.48;15.4;11.8;13.44;18.58;11.1;15.07;8.79;81.88;4.46;98.46;6.96;9.01;5.02;3.98;9.27;11.26;7.66;3.59
20150708;7.73;13.51;10.51;11.87;16.64;8.91;13.22;8.06;84.19;3.98;98.87;6.62;8.73;4.76;3.97;8.92;10.97;7.39;3.58
20150709;9.45;13.26;7.61;10.0;16.87;7.41;12.38;6.53;74.56;0.1;100.05;3.57;5.08;0.95;4.13;4.84;7.66;1.89;5.77
